"customerid","personid","salesorderid","totaldue"
13816,7059,56673,"237.8513"
13820,14750,66944,"2574.639"
13820,14750,44268,"3953.9884"
13821,15869,66090,"2610.3084"
13821,15869,44134,"3953.9884"
13822,10324,68618,"635.3529"
13822,10324,60046,"2618.8058"
13822,10324,44905,"3953.9884"
13823,17732,70818,"635.3529"
13823,17732,58131,"2624.3529"
13823,17732,47221,"2699.9018"
13829,14983,57491,"885.9559"
13829,14983,44902,"3953.9884"
13830,8506,74525,"216.127"
13830,8506,72817,"98.3119"
13836,8241,60776,"885.9559"
13836,8241,44808,"3953.9884"
13838,15118,73828,"79.0959"
13838,15118,66179,"76.2119"
13839,15926,60467,"883.4254"
13839,15926,47108,"2699.9018"
13840,4211,62956,"915.4594"
13840,4211,47315,"2410.6266"
13841,12639,68546,"2535.964"
13841,12639,51211,"830.2307"
13841,12639,44233,"3953.9884"
13842,2609,60574,"913.2383"
13842,2609,44917,"3953.9884"
13844,20172,59281,"859.0712"
13844,20172,45002,"3953.9884"
13845,20394,66952,"2584.5619"
13845,20394,44249,"3953.9884"
13846,2434,66442,"2602.2529"
13846,2434,44271,"3953.9884"
13847,4134,65570,"2552.5169"
13847,4134,44223,"3953.9884"
13849,4006,51396,"997.7929"
13849,4006,48860,"2410.6266"
13854,15551,52511,"888.9394"
13854,15551,48997,"2699.9018"
13855,12635,53389,"1009.9258"
13855,12635,48979,"2410.6266"
13856,4745,52876,"884.5083"
13856,4745,48898,"2410.6266"
13860,19332,74818,"32.034"
13860,19332,67710,"42.9624"
13860,19332,56168,"44.189"
13860,19332,52088,"16.5529"
13862,18906,52921,"888.9504"
13862,18906,48992,"2410.6266"
13865,8100,59748,"2598.9158"
13865,8100,49171,"2410.6266"
13866,7318,59688,"2716.0348"
13866,7318,49305,"2410.6266"
13870,17713,53051,"927.6254"
13870,17713,49428,"2699.9018"
13871,12640,53234,"971.2508"
13871,12640,49251,"2410.6266"
13873,16860,60094,"2566.1194"
13873,16860,49227,"2699.9018"
13877,5268,53437,"937.5594"
13877,5268,49391,"2410.6266"
13882,8105,52318,"927.6033"
13882,8105,49294,"2699.9018"
13883,6943,52007,"927.6254"
13883,6943,49354,"2410.6266"
13884,9042,52609,"951.8912"
13884,9042,49269,"2410.6266"
13885,14845,59322,"2653.6023"
13885,14845,49172,"2699.9018"
13886,11347,60549,"2602.2529"
13886,11347,49306,"2410.6266"
13887,16709,59951,"2563.589"
13887,16709,49674,"2699.9018"
13889,17217,53328,"997.2183"
13889,17217,49707,"2410.6266"
13890,9926,54643,"884.5083"
13890,9926,49681,"2410.6266"
13892,13177,53821,"927.6254"
13892,13177,49560,"2410.6266"
13894,12859,60290,"2615.4687"
13894,12859,49584,"2699.9018"
13895,2461,59246,"2626.5408"
13895,2461,49739,"2410.6266"
13896,9996,59623,"2577.1694"
13896,9996,50032,"2699.9018"
13897,12961,59804,"2560.2519"
13897,12961,50146,"2410.6266"
13898,4578,59875,"2643.0937"
13898,4578,50102,"2699.9018"
13903,17044,59247,"2574.6279"
13903,17044,49910,"2410.6266"
13904,11278,60876,"2563.589"
13904,11278,50154,"2410.6266"
13905,6751,61154,"2615.4908"
13905,6751,50167,"2410.6266"
13906,9296,54921,"927.6254"
13906,9296,49976,"2410.6266"
13907,16450,59379,"2668.564"
13907,16450,50119,"2410.6266"
13908,20222,64439,"2674.4757"
13908,20222,57624,"2535.964"
13909,7359,65673,"2673.0613"
13909,7359,57518,"2591.1808"
13910,7523,60093,"2591.1808"
13910,7523,49977,"2410.6266"
13911,7973,60927,"2615.4908"
13911,7973,49921,"2410.6266"
13912,6794,59115,"2614.9383"
13912,6794,50434,"2410.6266"
13915,10533,53758,"954.6869"
13915,10533,50532,"2410.6266"
13917,17418,53706,"927.6033"
13917,17418,50648,"2699.9018"
13920,2994,69590,"76.2119"
13920,2994,62661,"52.9737"
13920,2994,60980,"86.7204"
13920,2994,55834,"79.0959"
13925,13670,54089,"859.0712"
13925,13670,50365,"2699.9018"
13927,5856,54756,"927.6254"
13927,5856,50556,"2410.6266"
13936,17812,70331,"71.7919"
13936,17812,68761,"131.4508"
13936,17812,58515,"38.675"
13938,12516,54572,"982.8423"
13938,12516,50649,"2410.6266"
13939,14573,54131,"997.2183"
13939,14573,50570,"2410.6266"
13941,7215,73463,"82.8529"
13941,7215,72670,"159.0869"
13941,7215,65966,"32.034"
13941,7215,57387,"42.9624"
13944,18879,74432,"11.039"
13944,18879,69124,"46.7194"
13944,18879,57550,"79.0959"
13944,18879,52338,"40.0784"
13947,19152,60928,"2677.9454"
13947,19152,50845,"2410.6266"
13948,17772,60418,"2630.4194"
13948,17772,50898,"2410.6266"
13949,20619,61153,"2615.4908"
13949,20619,51056,"2410.6266"
13952,7753,67484,"35.6584"
13952,7753,65753,"55.239"
13953,13895,73499,"2703.9903"
13953,13895,62144,"2566.1194"
13953,13895,48909,"2288.9187"
13954,6701,67699,"87.2729"
13954,6701,62168,"27.0615"
13954,6701,61783,"27.614"
13955,5110,73180,"2700.1228"
13955,5110,62935,"2622.6844"
13955,5110,48855,"2288.9187"
13956,12186,68812,"35.6584"
13956,12186,64006,"55.239"
13957,10638,73639,"1352.3432"
13957,10638,72922,"2596.7279"
13957,10638,48947,"2288.9187"
13958,15350,72268,"2634.3974"
13958,15350,62808,"2658.0444"
13958,15350,48820,"2264.2536"
13959,9712,72787,"2703.9903"
13959,9712,64721,"2610.3084"
13959,9712,48836,"2264.2536"
13960,12422,73786,"2738.2342"
13960,12422,64939,"2566.1194"
13960,12422,48901,"2288.9187"
13961,3604,74719,"96.0798"
13961,3604,67493,"55.239"
13962,12154,74847,"55.239"
13962,12154,53008,"44.4431"
13963,18972,74620,"71.7919"
13963,18972,57249,"82.3004"
13964,11423,73335,"2644.3313"
13964,11423,65071,"2587.8769"
13964,11423,48864,"2288.9187"
13965,3764,73579,"2658.63"
13965,3764,64108,"2646.4419"
13965,3764,49015,"2288.9187"
13966,10235,73940,"2649.8453"
13966,10235,64364,"2646.4419"
13966,10235,48902,"2264.2536"
13967,5666,74139,"2650.3204"
13967,5666,73502,"1408.1347"
13967,5666,48856,"2264.2536"
13968,3435,73694,"2562.4508"
13968,3435,54769,"874.4086"
13968,3435,48956,"2288.9187"
13969,11130,72789,"30.1444"
13969,11130,66707,"55.239"
13970,11654,72728,"2673.0613"
13970,11654,63411,"2624.3529"
13970,11654,48874,"2264.2536"
13971,4789,73789,"2666.4313"
13971,4789,63800,"2552.5169"
13971,4789,49016,"2264.2536"
13972,5484,73870,"30.1444"
13972,5484,68158,"55.239"
13973,17277,72707,"2596.7279"
13973,17277,56187,"844.5294"
13973,17277,48943,"2288.9187"
13974,16182,72106,"2618.8169"
13974,16182,57427,"879.9557"
13974,16182,48948,"2288.9187"
13975,17063,73393,"2538.4944"
13975,17063,59982,"875.5357"
13975,17063,49409,"2264.2536"
13976,7968,60231,"2574.6279"
13976,7968,51046,"2410.6266"
13977,10704,60733,"2591.4681"
13977,10704,50766,"2699.9018"
13978,8187,60680,"2576.8048"
13978,8187,51004,"2699.9018"
13979,20294,55173,"927.6254"
13979,20294,50846,"2699.9018"
13981,14269,62471,"38.9292"
13981,14269,57487,"98.3229"
13982,7352,70092,"27.614"
13982,7352,54385,"38.664"
13983,15738,62823,"38.664"
13983,15738,54042,"160.6891"
13984,14731,54132,"927.6254"
13984,14731,50890,"2699.9018"
13986,11584,54922,"987.2844"
13986,11584,46760,"1105.4834"
13988,4088,67589,"37.5479"
13988,4088,67438,"55.2169"
13988,4088,66587,"40.432"
13988,4088,62979,"82.8529"
13990,3102,55076,"987.2844"
13990,3102,46828,"1105.4834"
13992,2581,56104,"885.9559"
13992,2581,46732,"1105.4834"
13993,7023,55792,"888.9504"
13993,7023,46756,"1105.4834"
13994,15488,66138,"2715.3497"
13994,15488,49288,"2288.9187"
13995,8433,70944,"33.1279"
13995,8433,58028,"38.664"
13996,10085,61275,"38.664"
13996,10085,58022,"34.5534"
13997,6329,73919,"2778.9977"
13997,6329,49256,"2288.9187"
13998,17948,68890,"162.7444"
13998,17948,52220,"108.2569"
13999,5908,60681,"2535.964"
13999,5908,46899,"1105.4834"
14003,14529,67455,"639.7508"
14003,14529,46837,"1105.4834"
14005,6101,59245,"2562.4508"
14005,6101,47295,"1105.4834"
14006,11741,59324,"2535.964"
14006,11741,47120,"1105.4834"
14007,9862,51366,"1879.594"
14007,9862,49287,"2288.9187"
14008,17395,62753,"32.0229"
14008,17395,52624,"38.664"
14009,18851,70020,"32.0229"
14009,18851,68346,"38.664"
14010,17409,53439,"1977.9169"
14010,17409,49296,"2288.9187"
14011,13282,52717,"1945.3194"
14011,13282,49239,"2288.9187"
14012,6697,72493,"2677.9454"
14012,6697,60762,"858.9607"
14012,6697,49429,"2264.2536"
14013,15659,72861,"38.664"
14013,15659,57537,"114.3233"
14014,18534,69868,"30.1444"
14014,18534,58298,"38.664"
14015,4147,68962,"38.664"
14015,4147,59412,"27.614"
14016,1728,65749,"70.6869"
14016,1728,62634,"63.0845"
14017,11020,55439,"937.5594"
14017,11020,47069,"1105.4834"
14018,4456,69092,"42.9624"
14018,4456,67766,"27.614"
14019,18569,74338,"40.432"
14019,18569,63008,"27.614"
14020,6313,72729,"2694.0563"
14020,6313,63801,"2566.1194"
14020,6313,49438,"2288.9187"
14022,12167,70130,"738.6483"
14022,12167,47177,"1105.4834"
14023,6106,73558,"635.3529"
14023,6106,47236,"1105.4834"
14024,12280,55720,"997.2183"
14024,12280,47296,"1105.4834"
14025,6165,72398,"647.4637"
14025,6165,47070,"1105.4834"
14026,20317,72694,"651.1323"
14026,20317,47178,"1105.4834"
14030,14467,72730,"2673.0613"
14030,14467,63738,"2668.564"
14030,14467,49418,"2288.9187"
14031,11288,72731,"2673.0613"
14031,11288,64434,"2758.3673"
14031,11288,49355,"2264.2536"
14032,10896,73338,"2673.0613"
14032,10896,63605,"2617.6898"
14032,10896,49220,"2288.9187"
14033,14070,73098,"2700.1228"
14033,14070,65010,"2535.964"
14033,14070,49343,"2288.9187"
14034,17917,72641,"59.9463"
14034,17917,62635,"55.239"
14036,3011,55537,"927.6254"
14036,3011,47589,"1105.4834"
14037,3444,56680,"992.7983"
14037,3444,47613,"1105.4834"
14038,12502,73256,"2644.3313"
14038,12502,63410,"2626.5408"
14038,12502,49278,"2264.2536"
14039,5975,72358,"2673.0613"
14039,5975,64599,"2585.6669"
14039,5975,49313,"2264.2536"
14041,8739,65860,"2666.4313"
14041,8739,57468,"2598.9158"
14044,17155,59453,"2604.7944"
14044,17155,47621,"1105.4834"
14045,14041,73868,"2634.3974"
14045,14041,64228,"2619.9108"
14045,14041,49279,"2264.2536"
14046,6215,64362,"2547.0029"
14046,6215,51571,"1402.0682"
14046,6215,49264,"2288.9187"
14047,13801,64166,"2566.1194"
14047,13801,51377,"1381.0732"
14047,13801,49173,"2288.9187"
14048,3813,72625,"2552.5169"
14048,3813,59759,"820.2968"
14048,3813,49344,"2288.9187"
14049,15044,73567,"2588.9377"
14049,15044,59270,"968.3447"
14049,15044,49174,"2288.9187"
14050,15944,63606,"2602.2529"
14050,15944,51301,"1352.3432"
14050,15944,49265,"2288.9187"
14051,15210,64107,"2563.589"
14051,15210,52281,"1367.7911"
14051,15210,49266,"2264.2536"
14052,18317,59500,"65.1729"
14052,18317,51969,"30.1444"
14053,13023,52411,"30.1444"
14053,13023,52331,"65.1729"
14054,7735,74972,"77.339"
14054,7735,73109,"27.0615"
14054,7735,71955,"205.8394"
14055,12537,74136,"2626.5408"
14055,12537,64295,"830.2307"
14055,12537,49272,"2264.2536"
14056,19452,74789,"87.2729"
14056,19452,62090,"27.614"
14056,19452,57702,"27.0615"
14057,14854,74848,"55.239"
14057,14854,65684,"71.7919"
14058,17077,63539,"2538.4944"
14058,17077,52845,"1418.6211"
14058,17077,49240,"2288.9187"
14059,13702,61482,"35.6584"
14059,13702,54533,"82.3004"
14060,3932,69027,"54.6754"
14060,3932,54325,"55.239"
14061,17425,55338,"55.239"
14061,17425,53403,"35.6584"
14062,12346,64363,"2624.3529"
14062,12346,54254,"1352.3432"
14062,12346,49363,"2264.2536"
14063,1729,63485,"2602.264"
14063,1729,54317,"1381.0732"
14063,1729,49332,"2288.9187"
14064,17589,64600,"2562.4508"
14064,17589,55814,"1440.7322"
14064,17589,49439,"2288.9187"
14065,6020,63985,"2566.1194"
14065,6020,55741,"1342.4093"
14065,6020,49241,"2288.9187"
14066,16833,63945,"838.2751"
14066,16833,51195,"888.9394"
14066,16833,49392,"2264.2536"
14067,18460,64298,"71.7919"
14067,18460,56025,"55.239"
14068,18017,64533,"55.239"
14068,18017,57309,"30.1444"
14069,14225,73792,"136.9648"
14069,14225,65028,"55.239"
14070,15590,64106,"2563.589"
14070,15590,56128,"1381.0732"
14070,15590,49345,"2264.2536"
14071,5217,63349,"2563.589"
14071,5217,56541,"1379.9572"
14071,5217,49307,"2264.2536"
14072,15854,64456,"27.614"
14072,15854,62636,"55.239"
14073,5861,68815,"130.3458"
14073,5861,52677,"42.9624"
14074,11591,58718,"36.023"
14074,11591,57849,"30.1444"
14077,14350,68691,"54.6754"
14077,14350,68234,"41.2055"
14077,14350,67656,"27.614"
14077,14350,63378,"76.2119"
14079,19020,75040,"42.9624"
14079,19020,72203,"76.2119"
14079,19020,58264,"86.7204"
14079,19020,51910,"41.2055"
14080,19735,55793,"937.5594"
14080,19735,47580,"1105.4834"
14081,19982,52954,"2708.6865"
14081,19982,47607,"1105.4834"
14083,17107,54513,"1934.8329"
14083,17107,47535,"1105.4834"
14084,6187,65042,"16.5529"
14084,6187,64191,"59.0844"
14084,6187,57912,"38.9292"
14084,6187,57458,"38.675"
14086,9075,74853,"42.9624"
14086,9075,68889,"34.5534"
14087,2885,61732,"54.6754"
14087,2885,56855,"147.5065"
14087,2885,52417,"175.695"
14088,10616,58454,"1939.2529"
14088,10616,47536,"1105.4834"
14089,20588,56363,"987.2844"
14089,20588,47522,"1105.4834"
14091,17758,63638,"71.7919"
14091,17758,62045,"71.7919"
14091,17758,58169,"46.7194"
14091,17758,57858,"27.614"
14091,17758,52034,"59.659"
14095,7801,56056,"885.9559"
14095,7801,47957,"1105.4834"
14096,16644,74862,"65.1508"
14096,16644,64392,"32.0229"
14096,16644,63565,"86.7204"
14096,16644,61705,"46.7194"
14096,16644,59927,"27.614"
14098,10667,56105,"934.2333"
14098,10667,47813,"1105.4834"
14099,12800,66326,"175.695"
14099,12800,56191,"15.4479"
14099,12800,54529,"30.1444"
14100,11999,72444,"44.1779"
14100,11999,69567,"30.1444"
14100,11999,59991,"175.695"
14101,8257,64176,"874.4086"
14101,8257,52456,"927.6254"
14101,8257,49440,"2264.2536"
14102,2420,63424,"835.7447"
14102,2420,53000,"927.6254"
14102,2420,49333,"2288.9187"
14103,13783,66013,"835.7447"
14103,13783,54514,"866.8394"
14103,13783,49204,"2288.9187"
14104,2860,55490,"982.8644"
14104,2860,47754,"1105.4834"
14105,5361,56057,"866.8394"
14105,5361,47780,"1105.4834"
14106,7338,56940,"927.6033"
14106,7338,47934,"1105.4834"
14109,12924,64290,"1879.594"
14109,12924,47947,"1105.4834"
14112,15274,59381,"2608.8498"
14112,15274,48111,"1105.4834"
14115,12544,59807,"2538.4944"
14115,12544,48126,"1105.4834"
14116,19214,60605,"2560.2519"
14116,19214,48222,"1105.4834"
14117,19492,60096,"2598.9158"
14117,19492,48254,"1105.4834"
14118,12658,66624,"2673.0613"
14118,12658,57227,"2566.1194"
14119,8431,69358,"82.8529"
14119,8431,60272,"76.2119"
14119,8431,56724,"5.514"
14120,3307,61017,"2625.9773"
14120,3307,48223,"1105.4834"
14121,4344,59749,"2562.7823"
14121,4344,48279,"1105.4834"
14123,2990,62171,"36.023"
14123,2990,54771,"32.0229"
14124,6639,70754,"27.614"
14124,6639,56915,"36.023"
14125,19398,52718,"1879.594"
14125,19398,49376,"2288.9187"
14126,2745,71704,"79.0959"
14126,2745,53404,"70.6869"
14127,12354,54236,"1945.3194"
14127,12354,49297,"2264.2536"
14128,4712,53910,"1950.2808"
14128,4712,49308,"2288.9187"
14129,19563,56259,"1879.594"
14129,19563,49184,"2264.2536"
14130,9916,56944,"1950.2808"
14130,9916,49205,"2264.2536"
14131,13634,55371,"1918.2579"
14131,13634,49267,"2288.9187"
14132,6894,57734,"1939.2529"
14132,6894,49334,"2264.2536"
14133,17001,57519,"1895.0419"
14133,17001,49282,"2264.2536"
14134,19637,57415,"1973.4969"
14134,19637,49185,"2264.2536"
14137,13903,61113,"905.5254"
14137,13903,45007,"3953.9884"
14138,17973,59348,"956.8748"
14138,17973,44838,"3953.9884"
14139,10588,60900,"905.5254"
14139,10588,45032,"3953.9884"
14140,7194,61440,"905.5254"
14140,7194,44842,"3953.9884"
14141,7457,62766,"927.6033"
14141,7457,47257,"2699.9018"
14143,15117,74775,"47.4819"
14143,15117,56091,"100.0909"
14146,3346,68481,"2591.1808"
14146,3346,51461,"914.1997"
14146,3346,44427,"3953.9884"
14147,14616,63757,"905.5254"
14147,14616,45250,"3953.9884"
14148,17092,63832,"915.4594"
14148,17092,45509,"3953.9884"
14149,20035,64801,"927.6254"
14149,20035,45410,"3953.9884"
14150,15740,67585,"2596.7279"
14150,15740,52012,"858.9607"
14150,15740,44368,"3953.9884"
14154,13358,64863,"924.2662"
14154,13358,47317,"2410.6266"
14155,19294,67778,"2668.564"
14155,19294,44462,"3953.9884"
14156,4001,70784,"216.127"
14156,4001,52552,"37.5479"
14157,13355,69320,"2535.964"
14157,13355,55221,"858.9607"
14157,13355,44374,"3953.9884"
14158,19059,68748,"2650.3094"
14158,19059,44360,"3953.9884"
14159,10267,68281,"2598.9158"
14159,10267,44348,"3953.9884"
14160,17577,68083,"800.5394"
14160,17577,59410,"2626.5408"
14160,17577,45477,"3953.9884"
14161,5854,70009,"596.689"
14161,5854,59838,"2628.7398"
14161,5854,45364,"3953.9884"
14162,19518,73496,"612.1369"
14162,19518,59906,"2587.3133"
14162,19518,45400,"3953.9884"
14163,9651,72354,"755.5659"
14163,9651,59835,"2547.0029"
14163,9651,45455,"3953.9884"
14164,10493,72434,"620.4354"
14164,10493,59407,"2591.1808"
14164,10493,45426,"3953.9884"
14165,2710,67976,"2577.1694"
14165,2710,44432,"3953.9884"
14167,15552,63767,"915.4594"
14167,15552,45432,"3953.9884"
14169,7178,64467,"905.5254"
14169,7178,47198,"2699.9018"
14170,9892,63368,"937.5594"
14170,9892,47497,"2699.9018"
14171,8399,72948,"706.0398"
14171,8399,60123,"2650.3204"
14171,8399,45393,"3953.9884"
14172,7560,66612,"43.6144"
14172,7560,55947,"40.0784"
14175,19745,74646,"40.0784"
14175,19745,64419,"120.4008"
14181,3137,61035,"2563.589"
14181,3137,51687,"2682.9953"
14181,3137,45483,"3953.9884"
14183,13247,62927,"2644.3313"
14183,13247,60320,"2596.7279"
14183,13247,44375,"3953.9884"
14184,5540,63039,"76.2119"
14184,5540,55650,"40.0784"
14185,18348,63298,"2810.5012"
14185,18348,61366,"2710.6092"
14185,18348,61095,"2591.1808"
14185,18348,47571,"2410.6266"
14186,16329,64068,"2740.3337"
14186,16329,62871,"2688.5092"
14186,16329,60321,"2696.189"
14186,16329,47595,"2699.9018"
14189,14199,59834,"2563.589"
14189,14199,51658,"2673.0613"
14189,14199,45449,"3953.9884"
14191,19094,62215,"2634.3974"
14191,19094,60631,"2584.5619"
14191,19094,44381,"3953.9884"
14192,20108,63505,"2748.4997"
14192,20108,61583,"2666.4313"
14192,20108,60562,"2618.8058"
14192,20108,47601,"2410.6266"
14194,8912,67179,"110.4558"
14194,8912,54350,"76.2119"
14195,14634,63601,"2644.3313"
14195,14634,60453,"2591.1808"
14195,14634,44439,"3953.9884"
14198,5983,59660,"2538.4944"
14198,5983,51454,"2688.5092"
14198,5983,45440,"3953.9884"
14199,17833,64881,"76.2119"
14199,17833,59372,"55.2169"
14200,12345,67214,"2709.8357"
14200,12345,64842,"2710.6092"
14200,12345,59579,"2580.1419"
14200,12345,47511,"2410.6266"
14203,4329,65462,"2740.3337"
14203,4329,59709,"2674.0558"
14203,4329,47463,"2410.6266"
14207,1730,60318,"2612.1869"
14207,1730,53449,"2673.0613"
14207,1730,45775,"3953.9884"
14208,5469,62365,"65.1508"
14208,5469,52310,"64.6094"
14209,19082,70461,"175.695"
14209,19082,68684,"33.1279"
14209,19082,53076,"5.514"
14210,11486,65144,"2580.1419"
14210,11486,57368,"1342.4093"
14210,11486,49298,"2288.9187"
14211,19496,63679,"2640.9058"
14211,19496,58837,"1352.3432"
14211,19496,49253,"2264.2536"
14212,2969,59714,"55.239"
14212,2969,57793,"35.6584"
14213,5943,70526,"30.1444"
14213,5943,57543,"65.1729"
14214,12992,63604,"2535.964"
14214,12992,60377,"1564.4369"
14214,12992,49314,"2264.2536"
14215,17592,63350,"2615.4798"
14215,17592,59647,"1381.0732"
14215,17592,49315,"2264.2536"
14216,13169,63538,"2602.2529"
14216,13169,60316,"1381.0732"
14216,13169,49254,"2264.2536"
14217,8090,61487,"55.239"
14217,8090,54106,"98.8533"
14218,5133,64510,"2562.4508"
14218,5133,60761,"1418.6211"
14218,5133,49346,"2264.2536"
14219,11354,65070,"2716.0348"
14219,11354,60833,"1342.4093"
14219,11354,49325,"2288.9187"
14220,6135,64662,"2608.8498"
14220,6135,62283,"1396.5211"
14220,6135,49283,"2288.9187"
14221,5693,65091,"35.6584"
14221,5693,53988,"55.239"
14222,12147,73039,"55.239"
14222,12147,64458,"35.6584"
14223,18463,60326,"117.0748"
14223,18463,59418,"55.239"
14224,11881,63481,"2566.1194"
14224,11881,62019,"1381.0732"
14224,11881,49654,"2264.2536"
14225,11940,65020,"1381.0732"
14225,11940,63937,"2547.0029"
14225,11940,49580,"2264.2536"
14226,15268,65877,"1342.4093"
14226,15268,64663,"2618.8169"
14226,15268,49588,"2288.9187"
14227,16642,72855,"71.7919"
14227,16642,53357,"55.239"
14228,10550,74472,"27.614"
14228,10550,56968,"55.239"
14229,15879,70167,"27.614"
14229,15879,58137,"55.239"
14230,5431,67134,"2563.589"
14230,5431,66206,"1428.5551"
14230,5431,49627,"2264.2536"
14231,10485,62758,"65.1729"
14231,10485,52412,"27.614"
14232,12685,57850,"30.1444"
14232,12685,55336,"55.239"
14233,16982,62824,"55.239"
14233,16982,61431,"32.0229"
14234,15053,66873,"2614.9383"
14234,15053,65743,"1381.0732"
14234,15053,49562,"2288.9187"
14235,18419,68397,"1418.6211"
14235,18419,66064,"2571.2908"
14235,18419,49775,"2288.9187"
14236,3934,69242,"1402.0682"
14236,3934,67075,"2618.8169"
14236,3934,49764,"2288.9187"
14237,4604,64005,"65.1729"
14237,4604,55817,"34.5534"
14238,10294,68809,"1381.0732"
14238,10294,65615,"2590.0758"
14238,10294,49697,"2264.2536"
14239,3242,59323,"2535.964"
14239,3242,48125,"1105.4834"
14240,6796,61018,"2641.9998"
14240,6796,48256,"1105.4834"
14242,12806,59382,"2597.8108"
14242,12806,48552,"1105.4834"
14244,20541,63900,"55.2169"
14244,20541,56399,"77.339"
14244,20541,73551,"38.675"
14253,5053,59955,"2645.8783"
14253,5053,48426,"1105.4834"
14255,17691,59953,"2629.3144"
14255,17691,48507,"1105.4834"
14256,11930,59877,"2587.8769"
14256,11930,48536,"1105.4834"
14259,13208,66370,"820.2968"
14259,13208,53966,"927.6254"
14259,13208,49733,"2264.2536"
14260,19308,65559,"830.2307"
14260,19308,54235,"987.2844"
14260,19308,49631,"2288.9187"
14261,10603,70936,"1381.0732"
14261,10603,65444,"2602.2529"
14261,10603,49668,"2264.2536"
14262,13564,72581,"1352.3432"
14262,13564,65381,"2604.7944"
14262,13564,49608,"2288.9187"
14263,4439,72847,"1402.0682"
14263,4439,66062,"2574.639"
14263,4439,49589,"2264.2536"
14264,5138,65671,"2646.4419"
14264,5138,51634,"830.2307"
14264,5138,49722,"2288.9187"
14265,15030,74374,"59.659"
14265,15030,73611,"38.675"
14265,15030,72014,"32.0229"
14265,15030,61454,"77.3169"
14265,15030,61388,"30.1444"
14267,19029,68261,"1973.4969"
14267,19029,48436,"1105.4834"
14268,10089,69304,"1918.2579"
14268,10089,48709,"1105.4834"
14270,6340,57826,"877.1048"
14270,6340,48644,"1105.4834"
14272,2853,68194,"1950.2808"
14272,2853,48494,"1105.4834"
14274,4222,74164,"40.432"
14274,4222,73300,"82.8529"
14274,4222,56924,"11.039"
14275,10911,67133,"2605.5127"
14275,10911,51659,"830.2307"
14275,10911,49753,"2264.2536"
14276,17115,65382,"2645.8673"
14276,17115,55812,"901.4701"
14276,17115,49641,"2264.2536"
14277,16881,65858,"2563.589"
14277,16881,58701,"889.8897"
14277,16881,49763,"2288.9187"
14278,19292,64858,"55.239"
14278,19292,62398,"140.8544"
14279,3582,67004,"2582.6834"
14279,3582,58414,"830.2307"
14279,3582,49634,"2264.2536"
14281,18672,66361,"2674.4757"
14281,18672,57669,"2570.1858"
14282,11739,74509,"32.0229"
14282,11739,73734,"30.1444"
14282,11739,70619,"11.039"
14282,11739,69178,"59.659"
14282,11739,54018,"82.8529"
14283,13979,58523,"883.4254"
14283,13979,48645,"1105.4834"
14284,3767,58331,"850.2865"
14284,3767,48525,"1105.4834"
14285,3595,57623,"888.9504"
14285,3595,48403,"1105.4834"
14286,6290,65672,"2624.3529"
14286,6290,57369,"895.4036"
14286,6290,49805,"2264.2536"
14287,20234,65383,"2596.7279"
14287,20234,60763,"820.2968"
14287,20234,49666,"2264.2536"
14288,8308,60362,"2597.8108"
14288,8308,48413,"1105.4834"
14289,12110,60018,"2625.9773"
14289,12110,48427,"1105.4834"
14290,17642,60736,"2626.5408"
14290,17642,48978,"1105.4834"
14291,18407,64347,"153.0204"
14291,18407,60273,"77.339"
14291,18407,51940,"55.2169"
14292,2532,60930,"2562.7823"
14292,2532,48967,"1105.4834"
14297,20593,61075,"2580.1529"
14297,20593,48932,"1105.4834"
14298,20618,60604,"2613.5792"
14298,20618,48923,"1105.4834"
14299,8002,65784,"2535.964"
14299,8002,60894,"820.2968"
14299,8002,49642,"2288.9187"
14300,13464,67249,"2596.7058"
14300,13464,62816,"995.9918"
14300,13464,49709,"2288.9187"
14301,11277,66820,"2563.589"
14301,11277,62469,"830.2307"
14301,11277,49587,"2288.9187"
14302,20560,66137,"2571.2908"
14302,20560,62393,"820.2968"
14302,20560,49553,"2288.9187"
14303,13745,66764,"820.2968"
14303,13745,55664,"934.2333"
14303,13745,49754,"2264.2536"
14304,6348,68885,"858.9607"
14304,6348,55797,"850.2865"
14304,6348,49806,"2264.2536"
14305,9320,67837,"879.9557"
14305,9320,58762,"891.4698"
14305,9320,49755,"2264.2536"
14306,19802,67572,"820.2968"
14306,19802,57292,"927.6033"
14306,19802,49618,"2288.9187"
14307,11788,62160,"35.6584"
14307,11788,56071,"5.514"
14307,11788,52975,"175.695"
14308,10123,65856,"2580.1419"
14308,10123,62155,"835.7447"
14308,10123,49710,"2264.2536"
14309,19024,70021,"27.614"
14309,19024,53294,"82.3004"
14310,13574,66417,"2613.2808"
14310,13574,64853,"844.5294"
14310,13574,49740,"2288.9187"
14311,19270,64000,"70.6869"
14311,19270,53928,"82.3004"
14312,5862,63553,"27.614"
14312,5862,54597,"175.695"
14312,5862,52932,"8.0444"
14313,17956,71224,"44.1779"
14313,17956,64953,"70.6869"
14313,17956,63892,"130.9315"
14314,2931,63884,"70.6869"
14314,2931,60526,"65.1729"
14315,16967,67767,"38.9292"
14315,16967,56606,"82.3004"
14316,5237,69158,"983.229"
14316,5237,59629,"948.6094"
14316,5237,49570,"2264.2536"
14317,6532,70314,"34.5534"
14317,6532,52292,"55.239"
14318,15407,64902,"82.3004"
14318,15407,54196,"70.6869"
14319,15033,72359,"70.6869"
14319,15033,61321,"82.3004"
