"customerid","totalamount"
17069,"4891.5478"
29552,"148798.8482"
13420,"5302.1547"
13792,"7973.7685"
12479,"4863.5577"
28354,"3953.9884"
29890,"14794.6375"
28997,"3953.9884"
30071,"181477.8617"
11583,"4841.4356"
11432,"10309.8707"
11561,"4800.2176"
13559,"7192.1246"
28148,"3953.9884"
24598,"4672.2826"
21983,"4579.4958"
11189,"6568.3632"
11129,"6489.9524"
17353,"6669.3381"
14171,"7310.3486"
27288,"4908.5849"
21555,"5210.6193"
28191,"6627.0497"
13726,"4973.4089"
19339,"4769.0676"
25863,"5117.3766"
14789,"4842.9278"
12615,"6257.8688"
11623,"6572.8053"
11678,"6520.1078"
15997,"5244.7058"
15304,"5351.5150"
21203,"5120.4623"
29276,"4784.2191"
11171,"7421.7879"
24496,"4806.3191"
11252,"7387.5439"
11831,"6556.2413"
30014,"77287.5609"
11590,"4844.3955"
12683,"7515.6019"
11423,"10944.9920"
22860,"5153.4908"
21888,"5442.7660"
11412,"10917.3559"
15184,"4907.7245"
11937,"6506.5053"
29715,"961675.8596"
22971,"3953.9884"
14055,"5721.0251"
11275,"6580.5292"
30008,"12534.8796"
29569,"24082.9023"
14286,"5784.0101"
14834,"4859.5138"
17964,"6354.1507"
28264,"6627.0497"
16028,"4207.1766"
28649,"3953.9884"
14838,"4878.2657"
11952,"9026.7451"
24284,"5345.2608"
18718,"6669.3381"
11993,"8985.1087"
16638,"6601.5242"
29624,"486937.5937"
14459,"5276.3861"
17185,"7684.8027"
29815,"97031.2173"
19561,"6653.8902"
14038,"7535.1257"
28845,"4774.2852"
22194,"5120.4623"
13359,"5124.8160"
30117,"919801.8188"
14118,"5239.1807"
21266,"5000.2005"
18273,"6745.1521"
17998,"4579.4958"
30000,"533078.2844"
14831,"6533.5667"
11604,"7498.6607"
11105,"8946.0691"
12874,"6230.5864"
28222,"3953.9884"
17299,"4842.9388"
11237,"11675.8500"
13407,"7629.0286"
15586,"4938.6535"
22851,"5119.3131"
17778,"4614.2120"
17730,"5251.2142"
15086,"7689.2227"
17947,"4345.4595"
21974,"5442.3129"
12058,"6559.5011"
11100,"9030.6237"
12841,"6556.2413"
29938,"420767.7112"
14676,"5733.1912"
12255,"6500.9913"
29801,"27421.8165"
13460,"5185.8093"
15118,"9172.9477"
13960,"7593.2723"
28656,"3953.9884"
12285,"6594.9163"
21231,"4349.8795"
28036,"3953.9884"
12448,"6536.6718"
13404,"7527.3907"
12307,"14556.3751"
11003,"8993.9155"
25895,"5138.0622"
17629,"4611.5187"
29488,"249804.8673"
13689,"6517.5774"
15905,"5413.4172"
19102,"6662.6749"
11365,"5552.3931"
26540,"4937.3149"
12766,"4881.5917"
30039,"55823.3779"
13435,"5346.3437"
22031,"4305.6685"
15262,"4168.5127"
18309,"6730.1020"
29951,"112703.6757"
29761,"68068.6803"
11998,"7693.1206"
13366,"5247.6892"
28097,"3953.9884"
22908,"5150.9603"
14775,"9286.7295"
30017,"16419.2646"
14218,"6245.3255"
15643,"4207.1766"
11575,"7520.7608"
12668,"7557.6029"
24364,"4381.9024"
28271,"3953.9884"
12280,"6545.1692"
29703,"465429.5734"
11011,"8987.0093"
15201,"5296.2871"
27450,"4989.0415"
12487,"4863.5466"
15121,"5749.0163"
16430,"5125.9763"
14134,"4237.7505"
26326,"4908.5849"
11489,"8980.8986"
18465,"5251.7888"
17902,"4594.9437"
12250,"4381.303"
11363,"5564.5702"
25872,"6430.0503"
11117,"9044.4140"
18735,"6653.8902"
16525,"5251.7888"
28363,"3953.9884"
30053,"6460.1327"
11378,"4902.2106"
11028,"7154.4552"
19049,"5346.3216"
29694,"5131.3940"
14978,"4651.1771"
29889,"323176.2786"
24282,"4328.8845"
14797,"4859.5138"
13556,"7179.4171"
12817,"6544.3957"
11572,"4917.6585"
21179,"5453.9154"
28163,"3953.9884"
27641,"6588.3858"
28177,"3953.9884"
12440,"6534.1413"
12245,"4383.8224"
24468,"4579.4958"
15170,"4852.5077"
23281,"5335.0616"
28149,"3953.9884"
13212,"5043.7643"
12607,"7170.9086"
26694,"4924.0328"
13514,"6600.4303"
21985,"4349.8795"
29662,"7226.5175"
13226,"5043.7643"
19786,"6653.8902"
11774,"6520.1078"
28223,"3953.9884"
13062,"4973.0774"
28833,"3953.9884"
13090,"7527.7222"
17229,"4941.2728"
30048,"678828.8377"
12083,"6622.5524"
29587,"399672.8579"
11492,"4866.5065"
19987,"5043.7173"
29744,"449330.8159"
11427,"10959.3791"
22893,"6692.4436"
13438,"4974.2156"
29400,"4411.6684"
29984,"22929.4604"
11754,"9020.7008"
27440,"4914.0989"
16054,"4154.0956"
12648,"7533.4461"
11291,"6489.9524"
19855,"6309.5059"
11035,"7128.6977"
16598,"7880.1971"
29618,"348640.9465"
15732,"4835.9216"
29391,"4364.7169"
17909,"5261.7228"
12698,"7499.3584"
13660,"5248.7611"
17762,"4349.8795"
15800,"4860.9815"
27274,"4937.3149"
12830,"6536.6718"
11905,"9012.3580"
29565,"5537.2608"
17064,"4979.9699"
13638,"7549.4907"
27447,"4961.9800"
16411,"5149.1923"
20151,"4588.7667"
14129,"4143.8476"
19270,"4560.6113"
27668,"6637.2489"
12240,"4381.303"
18464,"5192.1299"
11120,"9107.9515"
30089,"5894.0226"
11242,"12230.1493"
18738,"6728.9970"
28038,"6613.7676"
26111,"6402.4253"
18307,"6653.8902"
25878,"5138.0622"
29710,"277612.9119"
29261,"4774.2852"
18019,"6305.5528"
29619,"6724.7190"
21557,"5399.8036"
16310,"6641.2269"
15752,"4871.6021"
16053,"4146.3828"
15678,"7981.7908"
14714,"5951.8395"
16616,"6536.6718"
24602,"4290.2206"
12027,"6534.1303"
16585,"7947.5910"
17248,"4842.9388"
29514,"8324.8371"
29819,"3964.3645"
14771,"7391.9860"
16547,"5415.2515"
15688,"6874.7825"
16831,"7963.0389"
11025,"7267.3641"
29534,"127302.9333"
14192,"10444.3634"
19564,"5849.0303"
13552,"6544.3957"
16664,"4837.4138"
11925,"6594.8942"
29158,"3953.9884"
14066,"3991.4681"
12856,"4928.7195"
12912,"6517.5774"
11900,"9123.9961"
23867,"5306.3316"
29742,"156366.7469"
16521,"5192.1299"
12174,"6489.9524"
12474,"6550.7163"
20629,"6696.8526"
28039,"3953.9884"
18166,"7956.4089"
15644,"4203.0660"
18193,"4580.8218"
28805,"3953.9884"
11425,"11634.1343"
29960,"4814.2344"
22936,"4360.9074"
18220,"6653.8902"
28185,"3953.9884"
12132,"14690.1686"
22000,"5153.4908"
26641,"4933.2500"
16493,"4637.9613"
17257,"4951.2067"
28620,"3953.9884"
21217,"5149.1923"
13091,"7585.7694"
11109,"9110.7361"
13626,"7634.5426"
19970,"6739.5056"
13630,"7541.3263"
13165,"4974.2156"
15207,"4913.2716"
13384,"5053.7424"
14681,"5722.1301"
11448,"8985.8711"
17789,"4349.8795"
13261,"7956.6411"
16567,"7911.4686"
18462,"5251.7888"
15038,"4143.8476"
29622,"262408.3464"
11654,"6580.5292"
22178,"4677.8187"
11582,"4838.8815"
26723,"4936.1989"
15587,"4887.8345"
12685,"7629.0397"
13087,"5307.6797"
18135,"7648.3488"
26110,"6363.7614"
28885,"4940.3331"
30093,"111168.3274"
21193,"4315.6024"
11992,"8975.9482"
29876,"21560.4034"
29808,"12665.7725"
16549,"5448.4015"
27919,"6648.0447"
12820,"6528.6163"
23421,"4650.1826"
28299,"3953.9884"
12118,"6634.6411"
24661,"4620.8449"
11577,"4800.2176"
24244,"3997.7022"
12688,"7588.5208"
27295,"4908.5849"
27678,"3953.9884"
21200,"4345.4595"
11238,"8334.7609"
11909,"8956.3676"
13700,"5001.0339"
25986,"5110.4372"
14301,"5682.7384"
12483,"6517.5774"
24484,"3938.0433"
15719,"4894.6730"
27103,"4937.3149"
12711,"6589.3803"
29912,"92154.3130"
12289,"6238.6734"
11038,"7113.2498"
12632,"11926.5635"
13109,"6279.6026"
15710,"6979.7354"
29615,"340396.3242"
15797,"4879.3260"
27093,"4982.9750"
21418,"5149.1923"
29877,"66227.5116"
14426,"9192.8266"
13449,"5001.8074"
13685,"7193.2076"
18335,"6669.3381"
13658,"5290.3091"
14778,"7374.2507"
13139,"7574.1669"
12116,"6556.2413"
11054,"9086.4372"
11666,"6572.8053"
29647,"402240.7953"
13541,"7223.0425"
12069,"6516.7707"
13686,"7175.0303"
12170,"6528.6274"
15906,"5260.9382"
15700,"6903.5235"
17989,"4345.4595"
13553,"6191.5799"
18210,"6679.2720"
23411,"3953.4912"
11191,"7451.6560"
12060,"5316.7517"
11387,"7689.4741"
17220,"7640.9121"
12941,"5324.2547"
29780,"55608.3548"
18739,"5935.7728"
18202,"4578.3024"
16400,"5478.8995"
16630,"6600.4303"
15129,"5721.3913"
16515,"5230.7938"
23425,"4366.4324"
12749,"6536.6718"
15729,"4855.0381"
29010,"3953.9884"
22112,"6682.2887"
17334,"4804.2749"
30087,"115500.1941"
13107,"6244.2426"
20156,"4574.4238"
11388,"7720.3588"
17647,"4555.6470"
29796,"318625.6048"
11368,"5642.3953"
23645,"4639.1547"
18296,"6760.0475"
26015,"5099.3983"
11947,"5245.7666"
28173,"3953.9884"
12112,"6552.9042"
22268,"6664.5976"
11095,"9014.6011"
30112,"538333.4655"
21560,"5196.1438"
14773,"7752.2519"
16000,"5319.4148"
11454,"8938.3893"
11356,"5601.5655"
13560,"7130.8193"
18130,"6347.0841"
25955,"5131.4322"
14720,"6520.1078"
30109,"378936.0887"
11357,"5462.8991"
11072,"9054.3701"
29533,"93332.0095"
21955,"5415.2515"
29203,"4789.7331"
19298,"5011.4817"
27672,"3953.9884"
11929,"5487.1870"
29632,"50997.8805"
19772,"6663.8241"
28652,"3953.9884"
19311,"5127.4845"
11010,"8937.2843"
16623,"6600.4303"
24309,"5296.3977"
11920,"9012.7337"
12495,"4880.0995"
11147,"9056.0276"
12738,"5476.4113"
23422,"4322.2435"
19269,"4550.6774"
16484,"4613.9607"
29682,"13525.1368"
12485,"6545.4565"
15600,"5072.3916"
21891,"5438.4675"
11956,"6489.9524"
11892,"8971.5283"
14847,"7431.7549"
12901,"6538.5503"
27199,"4937.3149"
21892,"5438.4675"
22909,"4398.4774"
26058,"6451.0453"
22950,"4328.8845"
28852,"3953.9884"
12218,"4941.9685"
11564,"4827.8426"
12693,"7536.6190"
13649,"7527.4018"
14606,"5211.2022"
22889,"6598.3197"
11303,"6492.4828"
11491,"9014.6011"
13077,"7477.1243"
17873,"4644.6687"
17246,"4839.9443"
11609,"7593.6797"
15093,"8028.5433"
19773,"6692.5541"
30076,"302061.1054"
25977,"5110.4372"
17515,"4578.3024"
29285,"3953.9884"
15625,"7922.1761"
15077,"7374.2507"
12276,"4880.0995"
27459,"5030.1018"
11525,"6558.7828"
23385,"5336.4760"
21225,"5229.8131"
17514,"4577.1642"
12141,"6607.0382"
14211,"6257.5026"
21173,"5149.1923"
28170,"3953.9884"
20430,"6692.5541"
11977,"9074.8126"
28778,"3953.9884"
14051,"6195.6337"
22247,"6606.3641"
28627,"3953.9884"
26705,"4923.3161"
24503,"3997.7022"
21889,"5110.5284"
17232,"4804.2749"
13452,"5304.3316"
30020,"74771.1754"
18188,"6732.9861"
21393,"5442.3129"
17980,"4634.7347"
19792,"6692.5541"
11360,"5553.5091"
12270,"4922.2980"
29734,"469357.2899"
22938,"4611.5187"
21951,"5440.2355"
29679,"9680.9447"
11057,"8937.2843"
12296,"14546.9273"
24362,"3978.8509"
29688,"10718.0322"
12215,"7614.2563"
11796,"6624.6961"
13949,"5026.1174"
16533,"5196.1438"
18308,"6671.8685"
29530,"12455.7997"
11799,"6542.9150"
19967,"6662.6749"
12658,"7584.1009"
29713,"5846.7427"
12321,"14603.2934"
11244,"7929.2039"
25987,"5127.0122"
30063,"121147.8071"
19364,"4765.7637"
11915,"8998.0151"
15645,"4182.5115"
18485,"6699.8471"
13064,"5060.3172"
29512,"8265.899"
13606,"7951.1161"
13019,"5342.9955"
29610,"18398.3255"
12256,"6578.3413"
16262,"7679.2777"
24418,"4784.2191"
11742,"6536.6718"
29156,"3953.9884"
21311,"4942.1990"
29222,"4833.9441"
11417,"12429.5465"
15453,"7348.9131"
29864,"9411.4058"
24491,"3953.9884"
28628,"3953.9884"
14803,"4813.0596"
29687,"29798.4906"
20284,"5887.6942"
13248,"4963.1435"
20627,"6679.2720"
28871,"4878.1220"
13487,"5009.5424"
12009,"9056.0276"
25887,"5164.0076"
11270,"6612.5632"
29599,"7841.7414"
23172,"5314.3760"
17923,"5251.7888"
13118,"6265.2376"
26539,"4938.7293"
29964,"160410.3804"
12229,"4879.3260"
30031,"11670.4948"
15089,"6514.2403"
11939,"6604.2978"
29139,"3953.9884"
19037,"5368.4658"
14127,"4209.5730"
12096,"6520.1078"
18736,"6669.3381"
11103,"9041.6626"
13210,"4974.2156"
17280,"6728.9970"
19782,"6728.9970"
27663,"6682.2887"
14819,"4813.0596"
23583,"5336.4760"
11903,"8959.3843"
13208,"5318.7187"
11825,"6520.1078"
28761,"3953.9884"
14927,"4630.2042"
29962,"11945.3244"
11617,"6558.7828"
29598,"46391.1048"
26003,"5136.3826"
14700,"6524.1742"
12680,"7602.5087"
11027,"7283.6849"
17921,"5192.1299"
26098,"6401.3203"
12613,"6612.0328"
12299,"5499.9824"
14793,"6572.8053"
16691,"4941.2728"
28678,"4793.0039"
29255,"4850.4970"
29868,"14812.7687"
15041,"4228.1716"
11537,"6489.9524"
14219,"6347.3628"
11295,"6694.3663"
20448,"6679.2720"
16513,"5159.7451"
12705,"7573.7897"
11005,"8974.0698"
18691,"6708.0020"
26609,"4982.9750"
12037,"7853.3456"
13772,"6550.7163"
18489,"6719.6156"
13078,"7569.7579"
13625,"7693.1629"
13484,"5318.7187"
29549,"238924.2599"
17209,"7936.5521"
29856,"61405.0318"
29508,"10227.5269"
27572,"4961.9800"
14429,"9275.6905"
29987,"402574.8569"
13632,"7556.4980"
21876,"5153.0377"
12917,"6517.5774"
17051,"6696.8526"
19766,"4604.7892"
12645,"7566.7744"
24305,"4359.8135"
24646,"3953.9884"
17259,"4867.2267"
11328,"5213.4343"
14203,"7825.0161"
16572,"5399.8036"
29745,"17802.6999"
29812,"8393.5090"
12671,"7516.3518"
29667,"53326.5664"
12013,"4364.7169"
24342,"5335.0616"
12154,"5302.3757"
11325,"6678.8411"
28849,"3953.9884"
17915,"5295.9667"
18209,"6692.5541"
11246,"11685.7397"
17065,"4881.6138"
14827,"4936.8528"
12861,"4855.4344"
29204,"4774.2852"
24235,"5336.4760"
21567,"5495.4745"
30051,"185558.8316"
12975,"5103.4785"
12164,"6528.6274"
29588,"17361.1884"
12160,"6569.4792"
14833,"7380.9581"
22943,"4579.4958"
15055,"4616.9663"
16529,"5251.7888"
15223,"4824.8827"
29966,"605358.5420"
13111,"6306.4556"
12675,"7528.1105"
13661,"6534.1303"
29202,"4774.2852"
18494,"6671.8685"
11400,"7699.3970"
21873,"5150.9603"
27096,"4961.9800"
29775,"8853.5804"
24601,"4290.2206"
13173,"5080.8039"
21813,"4550.6774"
29848,"4022.0953"
14277,"5742.3974"
13401,"5302.1658"
28588,"3953.9884"
15675,"7963.0500"
27541,"4961.9800"
23434,"4290.2206"
14103,"3991.5028"
14774,"7110.3878"
27537,"4938.7640"
18250,"6694.3221"
23397,"5335.0616"
28769,"4784.2191"
25889,"5139.4766"
26247,"4937.3149"
27673,"3953.9884"
22912,"5149.1923"
29646,"820383.5466"
12712,"4907.3694"
29642,"139680.9176"
13007,"6266.7198"
25867,"6391.3864"
22109,"6598.3197"
26511,"4933.2500"
19476,"4802.7923"
12929,"5326.4426"
20451,"6689.9132"
29148,"3953.9884"
18244,"6653.8902"
16636,"6555.6778"
12152,"6561.1917"
21215,"5110.5284"
27453,"4937.3149"
13255,"8169.3295"
15725,"4880.0995"
13221,"5298.8176"
12619,"5746.4512"
17214,"7968.5860"
18469,"6653.8902"
24301,"4579.4958"
29760,"5228.4196"
29175,"4789.7331"
26018,"6485.2893"
18909,"6669.3381"
11494,"7706.0601"
21982,"4290.2206"
20260,"5872.2463"
29948,"11325.5993"
18626,"5132.4460"
11797,"6599.8667"
13894,"5315.3705"
16703,"6730.1020"
13977,"5291.3699"
13277,"4970.8785"
19979,"6730.1020"
29275,"4784.2191"
22906,"5110.5284"
15088,"6515.2900"
15134,"5692.6392"
12220,"6575.0042"
29557,"222988.2625"
26091,"6439.9732"
17976,"6410.5277"
13712,"4976.7460"
13128,"7532.9378"
29913,"757449.6804"
18746,"6779.2745"
11099,"9078.6690"
11008,"8957.4726"
16422,"5119.3131"
20216,"5899.3078"
14162,"7153.4386"
12774,"6567.2692"
29764,"10131.4774"
12114,"5214.5171"
15850,"5318.4092"
14832,"6561.7553"
24344,"4784.2191"
11570,"4852.5077"
13887,"5263.4908"
12347,"7557.2257"
20051,"4933.0184"
17796,"4332.7299"
11964,"9031.7508"
11483,"5487.8606"
29835,"5887.9998"
14776,"6528.6163"
13912,"5025.5649"
28022,"3953.9884"
11317,"6489.9524"
12475,"4904.4095"
29969,"28114.4842"
25994,"5111.8516"
12486,"6245.9002"
15801,"4841.4230"
23435,"4328.8845"
29771,"8765.7060"
25876,"5115.1224"
13419,"4946.5906"
19829,"5009.4623"
27281,"5017.2190"
18337,"6653.8902"
30024,"11639.3708"
13114,"7522.2319"
11761,"9005.1865"
22966,"4328.8845"
24377,"4359.8135"
13259,"8678.1066"
14937,"7351.4435"
25972,"6387.994"
27670,"6603.8337"
29798,"74645.4634"
14264,"5765.5913"
16522,"5192.1299"
12239,"7626.0688"
19084,"6732.9861"
15717,"4874.5620"
17181,"7673.7637"
14770,"7380.9470"
26538,"4933.2500"
18726,"5872.2463"
11259,"7481.5131"
25951,"5197.1576"
13453,"5057.0685"
27667,"6627.0497"
12709,"6556.2413"
14719,"6091.0474"
15219,"4860.9815"
11663,"6572.8053"
28064,"6588.3858"
18125,"6342.1448"
27577,"3953.9884"
29997,"604794.7839"
13770,"7103.1943"
19784,"6653.8902"
17320,"4852.8728"
14843,"7393.0910"
16203,"7668.5592"
16416,"5493.7065"
15144,"4800.2176"
19558,"6662.6749"
18219,"6672.6089"
29511,"163046.6378"
29556,"13147.5776"
28165,"3953.9884"
21197,"4328.8845"
30054,"19949.7654"
29017,"3953.9884"
29824,"99904.7516"
29901,"481860.9122"
21895,"5146.5514"
18045,"4355.3935"
11587,"5017.1180"
12885,"6572.8053"
29784,"93888.4410"
11055,"9025.6512"
11216,"6572.8053"
16205,"7680.3827"
21183,"5146.5514"
28066,"6627.0497"
14945,"4707.5653"
16639,"6528.6163"
12667,"7528.4957"
23410,"4438.2685"
29334,"3953.9884"
15175,"5359.6147"
22203,"5110.5284"
29602,"9613.3813"
13142,"5302.1658"
17764,"4305.6685"
14478,"5298.4861"
14185,"10522.9178"
29608,"221704.2530"
11048,"7180.5553"
29582,"172671.1241"
16658,"6489.9524"
29635,"26741.0130"
29633,"36079.2038"
29718,"102216.0824"
16588,"7729.0137"
11898,"9037.8283"
11323,"6712.3668"
15799,"4887.8345"
15657,"5802.7308"
13693,"7924.5960"
29106,"3953.9884"
20992,"4574.4238"
11337,"9019.0101"
21138,"4830.3730"
20220,"6696.8526"
27615,"6628.4641"
14306,"4036.8188"
29225,"4774.2852"
12253,"4493.9577"
16350,"6523.0250"
13063,"5274.5297"
11481,"5500.7434"
21897,"5425.1854"
20264,"5893.2413"
14058,"6246.0342"
13355,"5037.1785"
17315,"6663.8241"
13343,"5215.8984"
11626,"6584.4078"
30035,"21186.4118"
16740,"6739.5056"
12779,"6608.1542"
11282,"6628.5967"
13160,"7557.6029"
12807,"5552.4700"
12002,"9000.5897"
13570,"6572.7942"
30034,"27794.1107"
12103,"6627.4917"
16287,"5015.4210"
14702,"7436.1749"
27571,"4955.3500"
15354,"9168.5055"
15916,"5296.5634"
15205,"4899.2271"
18483,"6692.5541"
15037,"4261.2995"
13378,"4997.3653"
11798,"6578.3413"
17919,"5230.7938"
27611,"3953.9884"
29155,"3953.9884"
28657,"3953.9884"
12996,"7523.0039"
28828,"4784.2191"
24300,"4579.4958"
16595,"7626.0277"
24386,"4578.8328"
19271,"4589.3413"
27568,"4961.9800"
18697,"5833.5824"
18458,"5230.7938"
14929,"7344.4710"
11406,"4878.6173"
11897,"9064.3372"
30061,"13647.4425"
24368,"4360.9074"
14990,"4611.3750"
29652,"12049.8414"
13152,"5063.6764"
20238,"6653.8902"
20424,"4566.1253"
11096,"8909.6593"
14605,"5248.7611"
29704,"377088.6246"
11422,"7818.1734"
29596,"41264.0391"
18205,"6692.5541"
14956,"4580.8218"
12630,"7542.1329"
16657,"6520.1078"
13583,"9254.6955"
23653,"4392.4110"
17351,"6760.0475"
23348,"4604.8776"
14436,"5277.4911"
13190,"4974.2156"
17963,"4345.4595"
25970,"5087.2212"
13418,"5268.6953"
17242,"4847.8892"
29939,"11399.2362"
15662,"5804.6425"
22929,"5164.6402"
12187,"6528.6163"
28047,"3953.9884"
14131,"4207.1766"
16603,"7735.6106"
19099,"6672.6089"
27460,"4961.9800"
15802,"4910.6955"
15693,"7629.5859"
21258,"4349.8795"
18204,"4567.2303"
15391,"5334.9511"
19340,"4766.8466"
27646,"6627.0497"
29792,"331823.8605"
14861,"6604.2978"
29513,"219040.5091"
12133,"6442.9011"
14230,"6256.3977"
23572,"3997.7022"
17288,"4890.9953"
15051,"7348.9131"
11271,"6600.4303"
29639,"887090.4106"
11267,"6567.2692"
12384,"5587.4638"
17048,"4842.9388"
18903,"4578.8328"
19787,"6689.9132"
22198,"5150.9603"
16744,"6708.0020"
27651,"6654.1112"
11750,"9003.5622"
11239,"8300.2629"
23416,"3976.7072"
20221,"6669.3381"
18201,"4594.2917"
26325,"4948.6979"
29990,"5271.5439"
20983,"4617.4967"
17769,"4320.3650"
24506,"3938.0433"
29762,"33399.5723"
27418,"4961.9800"
13546,"6539.6553"
29739,"128791.7500"
15576,"4800.2176"
23436,"4365.3274"
30108,"162979.1262"
12381,"5703.7113"
19948,"6653.8902"
17780,"4544.6081"
23533,"4328.8845"
12609,"6228.7726"
11449,"8984.0037"
17732,"5251.7888"
28395,"5032.6784"
13012,"7754.2708"
28014,"3953.9884"
30118,"313671.5352"
15621,"6605.4028"
29649,"295434.8253"
12882,"6552.9042"
29573,"7004.4814"
21553,"5156.4853"
28161,"3953.9884"
13280,"5037.1674"
24481,"4618.1597"
19032,"7667.1337"
13964,"7521.1269"
12857,"4844.4065"
29838,"4010.9492"
29698,"326883.5513"
12124,"14581.1824"
25985,"5147.9851"
11547,"5498.8995"
16393,"6454.7167"
11934,"6624.1657"
17045,"4951.2067"
29941,"176701.5844"
11708,"6528.8926"
15084,"7733.9973"
29749,"155077.5481"
26055,"6391.3864"
13585,"9246.9605"
23655,"4579.4958"
14165,"6531.1578"
16702,"6653.8902"
28234,"6603.8337"
11741,"6717.5603"
28671,"4774.2852"
14224,"6211.4462"
29696,"97102.3608"
11529,"6568.3521"
28838,"3953.9884"
21552,"5110.5284"
28362,"3953.9884"
25980,"6430.0503"
20023,"5006.1694"
12881,"6528.6274"
21230,"4609.6402"
14041,"5265.3471"
13966,"7560.5408"
23571,"3938.0433"
11000,"9115.1341"
30094,"381763.5549"
11613,"4841.4356"
15204,"4910.6955"
16345,"4611.4303"
12853,"4811.2565"
22934,"4611.5187"
16404,"6632.3869"
13478,"5412.6437"
23331,"4579.4958"
15921,"7236.9655"
23344,"4290.2206"
13010,"6316.7542"
13885,"5353.5041"
17277,"4891.5478"
29924,"644168.1552"
21710,"4626.8892"
17285,"6732.9861"
29853,"350717.9904"
15578,"4983.4391"
29737,"167690.1309"
29515,"326175.9828"
29899,"149592.9358"
13511,"6643.5142"
19365,"4775.6866"
15185,"4855.0381"
20665,"4871.4569"
11707,"6657.8682"
20182,"6353.7169"
14705,"6492.4828"
17221,"8058.0027"
26698,"4908.5849"
19560,"6760.0475"
18929,"6662.6749"
12995,"7569.8891"
25943,"6417.8732"
13777,"7897.5124"
26604,"4908.5849"
13288,"5053.7203"
13383,"4985.2545"
20211,"5893.2413"
18141,"7705.0131"
12703,"7614.6857"
20242,"6705.6373"
26695,"4999.5279"
16684,"4594.8553"
21189,"4650.1826"
13575,"10451.2918"
20446,"6662.6749"
29935,"302690.5743"
12072,"6576.0540"
14158,"6604.2978"
28068,"6654.1112"
17096,"4579.4958"
22959,"4328.8845"
25984,"5110.4372"
11601,"6555.1032"
29531,"113172.0720"
27573,"4961.9800"
20452,"6803.1536"
17352,"6653.8902"
12608,"6287.3155"
28584,"3953.9884"
13519,"4964.1554"
18136,"7629.5858"
23866,"5335.0616"
29825,"475892.0433"
15032,"4199.0865"
16436,"5189.6243"
13406,"8067.1078"
12213,"4883.0594"
16656,"6552.9042"
13256,"8281.8420"
12131,"14658.9191"
18281,"6719.6156"
27106,"4923.3161"
11830,"6552.9042"
12391,"5659.1783"
11076,"9015.7393"
11341,"9052.1601"
29875,"9104.4789"
12041,"6628.0442"
19563,"5893.2413"
28296,"6627.0497"
12867,"4824.8827"
29800,"18228.3542"
29945,"186803.4277"
12230,"4863.1694"
21882,"5399.8036"
21570,"5199.5582"
30005,"109753.0267"
29060,"3953.9884"
17767,"4532.4420"
13545,"6528.6163"
12188,"6556.2413"
11943,"5231.3906"
23806,"3953.9884"
16944,"4700.4601"
26057,"6549.8986"
12084,"6613.6571"
29151,"3953.9884"
13769,"5619.5135"
15073,"4578.3024"
29553,"23919.1909"
16316,"5149.0818"
13528,"5006.7988"
13450,"5274.5297"
15490,"5318.9396"
12023,"6556.2524"
13729,"5396.6212"
17370,"5240.7278"
14795,"4839.9443"
29977,"14320.2259"
11628,"6492.4828"
18134,"6334.3766"
12120,"6528.6274"
29500,"147107.0296"
29558,"51533.2559"
17056,"4881.6138"
12241,"4408.3534"
26084,"6373.6953"
11482,"8998.0482"
28580,"5296.3977"
16566,"6416.0196"
13086,"5310.2102"
20215,"5833.5824"
16206,"7959.7018"
19586,"6692.5541"
14967,"4634.6242"
12007,"7761.2770"
17781,"7942.0439"
21408,"5110.5284"
12225,"4841.4356"
13829,"4839.9443"
12362,"6524.1742"
13730,"5050.9799"
11420,"12376.8506"
23534,"4618.1597"
14030,"7630.5440"
16261,"7923.8114"
18747,"6728.9970"
13315,"5018.3935"
28765,"3953.9884"
29144,"3953.9884"
22946,"4322.2435"
12762,"6556.2524"
15215,"4937.7569"
22907,"4607.1097"
21950,"5415.2515"
27666,"3953.9884"
29141,"3953.9884"
18336,"6790.3024"
29590,"10009.4832"
13123,"7475.8093"
29931,"130404.7884"
26075,"6373.6953"
11945,"6531.1578"
29637,"407563.0075"
28654,"3953.9884"
28635,"3953.9884"
17848,"4328.8845"
27449,"4952.7628"
28823,"3953.9884"
12599,"6242.3767"
18245,"6653.8902"
26114,"6467.5982"
14941,"7586.4550"
29711,"15123.6669"
29571,"107313.0962"
18694,"6669.3381"
16448,"7632.1163"
18200,"4586.3357"
18695,"6662.6749"
28856,"3953.9884"
20821,"4550.6774"
24757,"4799.6670"
16607,"6516.7707"
28040,"3953.9884"
18706,"6696.8526"
11379,"4890.7944"
19453,"4716.0277"
12263,"7546.4645"
21957,"5435.8266"
29335,"3953.9884"
12998,"6292.8626"
29701,"841866.5522"
26603,"4958.3099"
15227,"4938.8619"
25888,"5109.3212"
16046,"4379.2698"
29874,"25614.0199"
26001,"5164.0076"
15181,"4915.4595"
30075,"280716.3647"
20994,"4631.8507"
13113,"7549.8127"
12264,"6257.5026"
13079,"7461.1018"
11060,"9009.0872"
29888,"445392.9589"
20615,"6696.8526"
23511,"5351.6366"
17927,"5222.2743"
11768,"8993.6393"
11989,"8994.1808"
23117,"4344.3324"
25974,"6430.0503"
21561,"5467.2970"
29555,"15378.0241"
12501,"4880.0995"
15178,"4911.7894"
13584,"9239.2255"
